"QueueRank","Candidate","Window","Status","Attempts","IdentityRetries","SourceSha256","BinarySha256","ConfigSha256","ReportSha256","IdentitySidecarPresent","PortableExpertRecompiled","Started","Finished"
"1","rvsstp_control","older_2015_2018","REPORT_FOUND","1","0","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","78D43A3BC362F5C3E6B9E0D9E9EC2121BA4D88693FABDE940AC5BDB5C90A7286","EBCD960F0B5CDB772C326826B60A344A3E3EF34A36689A8D086E89539DE9753D","True","False","2026-07-19T20:30:45","2026-07-19T20:31:19"
"2","rvsstp_control","middle_2019_2022","REPORT_FOUND","1","0","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","42BF5EA31C84A3991B485787B8A410829FA775BF695914B119078E23C810CD53","430CA4B0FC8928C32AF2C924A0A6FBA3841624BA8DB8B9FE430621737829A7DD","True","False","2026-07-19T20:30:45","2026-07-19T20:31:16"
"3","rvsstp_control","recent_2023_2026","REPORT_FOUND","1","0","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","7F6F6CE11772C0974E802E52F07D78BC42B866F7E6447463230437EA868D4963","D9EDF60143E92A999814DEAC1814504A04167A877520499D9B67F421BD63FA44","True","False","2026-07-19T20:30:45","2026-07-19T20:31:18"
"4","rvsstp_control","continuous_2015_2026","REPORT_FOUND","1","0","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","B7E6365AAEE5ECF7A916C78EBB675B40899CCBE215068C515548BEA6A185151F","7B7A2D8CE6314D10D1F9F087E664F053834CBCE0C1470DB388B9541D323BFC0C","True","False","2026-07-19T20:30:45","2026-07-19T20:31:32"
"5","rvsstp_strong_only","older_2015_2018","REPORT_FOUND","2","1","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","738FA48E9E2103204C91420982F55FF823244D8948F16ADC54D62F81C640B2D9","1EA0E1382E7E0D3C42775F7E592FDB1365F801AC5A8FCB9D21733E142F645A3E","True","False","2026-07-19T20:34:34","2026-07-19T20:34:56"
"6","rvsstp_strong_only","middle_2019_2022","REPORT_FOUND","1","0","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","9211AD8CD0B0DFB0B0A054013B6C22E68839C0B56209CBA2F8E9A728D500868A","4CBDC9BE48CDFFBCE011244364B253BED0ADA1D73330B4650513AB25A42F75C5","True","False","2026-07-19T20:31:16","2026-07-19T20:31:41"
"7","rvsstp_strong_only","recent_2023_2026","REPORT_FOUND","1","0","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","94D3B153CE11361854058387192BED4A880F03D28EED4176E48EE7B4E2BC4DFC","726A1B1B3B4395FCF6E314CE9B9BF669F7E4AADB39AEA2866F7460D247AF1CFA","True","False","2026-07-19T20:31:18","2026-07-19T20:31:45"
"8","rvsstp_strong_only","continuous_2015_2026","REPORT_FOUND","1","0","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","A577958A9F3500B751E61D1A68173393F38CA579D25BA9EF6E89286D1447A298","DFDD3AC2681AE66E31083C1B9DDF9CB72EA2BCE0BED42B3FABA7599D18D3C5BC","True","False","2026-07-19T20:31:32","2026-07-19T20:32:06"
"9","rvsstp_lock005","older_2015_2018","REPORT_FOUND","1","0","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","417F8B6EE5DC4E968A743F6049D65E694B707DC4AA67E9A7284869836467E70B","1BE24CDB92C92F8337C7EF84680E7FAE4E7CF6BFF4F89310C2BF45DB4F99E85C","True","False","2026-07-19T20:31:42","2026-07-19T20:32:12"
"10","rvsstp_lock005","middle_2019_2022","REPORT_FOUND","1","0","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","5A35EA621DD298E433EFD0577F72920F3C0E87C178199A05BFFCAEDCEA14C494","ED3E180D9B4751219B213B474A70E6551D58E59D57AED68252FB2DEC95804BEA","True","False","2026-07-19T20:31:41","2026-07-19T20:32:08"
"11","rvsstp_lock005","recent_2023_2026","REPORT_FOUND","1","0","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","3CE7190559FE4033E3ECC3A7AFA665B571228AB1EDCAB1BFFCD914B5AF8C0221","554F52ED94B15457B74C502D440418F538A02511D017A58C4E1AE7CAB00400D1","True","False","2026-07-19T20:31:45","2026-07-19T20:32:16"
"12","rvsstp_lock005","continuous_2015_2026","REPORT_FOUND","1","0","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","D7E2BD682B6ADE4D2D74A426637BA986BCBD9F1EBD9303B4A009FE21733D1287","5DD6BA9E6BE561D344CD860EA518411EBBF65EFDFC5CD2B6B0905FB6B2319EF9","True","False","2026-07-19T20:32:06","2026-07-19T20:32:40"
"13","rvsstp_center","older_2015_2018","REPORT_FOUND","1","0","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","C490E25B163A1E8C79D50E9EB38583D5B329C67FBB97D050C46D0E592B3E80CC","EC61B834273C501EE80085CAA6C5814237305D62C7324A22CF01B898EB959C32","True","False","2026-07-19T20:32:12","2026-07-19T20:32:38"
"14","rvsstp_center","middle_2019_2022","REPORT_FOUND","1","0","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","6BABA5C382D8B998B7F10CA7DC4F778CC9BD7958A173CC130CB271155BF18A20","F5C0EA518AF7F2EE669C11F15BEAAD5881A30DAE3CE82F734D805EB575153142","True","False","2026-07-19T20:32:08","2026-07-19T20:32:33"
"15","rvsstp_center","recent_2023_2026","REPORT_FOUND","1","0","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","9534396403CBA9B049313346D86E7672D733B6383F56C2494C33EE4311D8F3F6","E410A2FC36766A991FD8F33CE57EFEECB4CDA14A73AC3E3260DAE17C793D017E","True","False","2026-07-19T20:32:16","2026-07-19T20:32:42"
"16","rvsstp_center","continuous_2015_2026","REPORT_FOUND","1","0","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","213F2766701D5916232D43E619B7D45302C3FDB94436AC81E26B51B69C0950AC","4335DF79AC1C88E78EE9707FFE3ABAC79C60D1246207138980D9D95B6963AA9A","True","False","2026-07-19T20:32:40","2026-07-19T20:33:19"
"17","rvsstp_trigger125","older_2015_2018","REPORT_FOUND","1","0","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","6B1B746A0C903657D5AD6DA88DE816279D80C9E618E7AFBB5BBCC4CE1BD4C636","5EE44C3159294EF7D15681CA2590C496C03AC647774657BA0CE9BC813FA3BAC0","True","False","2026-07-19T20:32:38","2026-07-19T20:33:06"
"18","rvsstp_trigger125","middle_2019_2022","REPORT_FOUND","1","0","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","E47D4B9ED22276728951D7BFDFF6F99CFBDBE8609CB71D5A2C53C5DC486F7B70","F78E79D80C6B43425F2551EA7A4111FEAEEDEC5B209370C66D667AE42EFB9D06","True","False","2026-07-19T20:32:33","2026-07-19T20:32:59"
"19","rvsstp_trigger125","recent_2023_2026","REPORT_FOUND","1","0","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","91D1A62193BA050B9B58BB4894B2C70DBD85B57125575D8CDDBF3A9291FB831E","838B4E8B1085DAB943B25CC3BD6E5BF004648E260EC933283F94CE8575437749","True","False","2026-07-19T20:32:42","2026-07-19T20:33:10"
"20","rvsstp_trigger125","continuous_2015_2026","REPORT_FOUND","1","0","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","869C04D8A56A30FD964CADEEA35DC88E775374ACF4F7DDFB82EA9D92E2EB139F","3E16AAA5C3818008B60B130632FF7D6572EBD30431FAFF52564DEA79FB9E887A","True","False","2026-07-19T20:33:19","2026-07-19T20:33:50"
